,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand_name
5704,2016,930000,47552,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5.0,Hyundai
5705,2016,720000,40000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5.0,Maruti
5706,2011,225000,15000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5.0,Ford
5707,2019,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
5708,2018,530000,52000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
5709,2016,470000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
5710,2017,650000,110000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Mahindra
5711,2014,540000,77500,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7.0,Tata
5712,2015,459999,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5.0,Maruti
5713,2019,325000,14700,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
5714,2016,240000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5.0,Maruti
5715,2017,400000,32000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,Mahindra
5716,2004,70000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
5717,2009,250000,80000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,Maruti
5718,2014,910000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Toyota
5719,2018,720000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
5720,2015,590000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
5721,2015,434000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10.0,Chevrolet
5722,2006,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7.0,Mahindra
5723,2018,445000,19700,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5.0,Mahindra
5724,2011,191000,70000,LPG,Individual,Manual,First Owner,13.45,1086,62.1,5.0,Hyundai
5725,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498,99.0,5.0,Ford
5726,2005,65000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti
5727,2015,300000,140000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5.0,Ford
5728,2003,125000,120000,Diesel,Individual,Manual,Third Owner,12.7,2609,116.6,8.0,Mahindra
5729,2017,520000,40000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata
5730,2014,190000,70000,Petrol,Individual,Manual,Third Owner,22.74,796,47.3,5.0,Maruti
5731,2018,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,Datsun
5732,2012,750000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
5733,2016,750000,110000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7.0,Mahindra
5734,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
5735,2020,360000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5.0,Maruti
5736,2017,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
5737,2013,160000,70000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
5738,2015,229999,60000,Petrol,Individual,Manual,Second Owner,19.44,1198,67.0,7.0,Datsun
5739,2007,85000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
5740,2018,300000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5.0,Datsun
5741,2014,675000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Mahindra
5742,2014,700000,145241,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Mahindra
5743,2008,400000,110000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,8.0,Mahindra
5744,2016,254999,30000,Petrol,Individual,Manual,Third Owner,25.17,799,53.3,5.0,Renault
5745,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7.0,Mahindra
5746,2013,390000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti
5747,2015,450000,80000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Toyota
5748,2016,1630000,40000,Diesel,Individual,Automatic,Second Owner,11.36,2755,171.5,7.0,Toyota
5749,2017,725000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
5750,2013,466000,95500,Diesel,Individual,Manual,Second Owner,14.0,2179,138.1,7.0,Tata
5751,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368,160.0,5.0,Jeep
5752,2014,229999,53473,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
5753,2011,250000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,63.0,9.0,Mahindra
5754,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
5755,2013,220000,80000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Hyundai
5756,2015,360000,120000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5.0,Hyundai
5757,2018,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
5758,2012,500000,70000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,Hyundai
5759,2013,145000,90000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5.0,Chevrolet
5760,2014,300000,51000,Petrol,Individual,Manual,First Owner,18.2,1199,82.5,5.0,Chevrolet
5761,2009,180000,87000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5.0,Hyundai
5762,2014,620000,90000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,Renault
5763,2015,360000,110000,Petrol,Individual,Manual,Third Owner,16.78,1496,88.73,5.0,Toyota
5764,2010,245000,86000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Hyundai
5765,2003,130000,80000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5.0,Ford
5766,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5.0,Maruti
5767,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5.0,Maruti
5768,2014,650000,140000,Diesel,Individual,Manual,Second Owner,25.01,1498,89.75,5.0,Ford
5769,2019,610000,18000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Maruti
5770,2015,300000,24000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
5771,2014,425000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Hyundai
5772,2012,450000,150000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5.0,Hyundai
5773,2011,450000,108000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5.0,Hyundai
5774,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,5.0,Hyundai
5775,2013,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti
5776,2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5.0,Tata
5777,2014,250000,120000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5.0,Tata
5778,2012,225000,100000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5.0,Chevrolet
5779,2007,55000,75958,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Tata
5780,1996,42000,70000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,Maruti
5781,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6,1991,112.0,7.0,Hyundai
5782,2007,80000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62.0,5.0,Tata
5783,2016,500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Maruti
5784,2016,500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,Ford
5785,2011,400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
5786,2013,550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
5787,2007,200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7.0,Tata
5788,2012,280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
5789,2014,580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti
5790,2009,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248,90.0,5.0,Tata
5791,2014,550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8.0,Mahindra
5792,2017,700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
5793,2010,150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368,90.0,5.0,Tata
5794,2014,190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
5795,2013,500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
5796,2017,640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
5797,2011,340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199,75.0,5.0,Skoda
5798,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5.0,Hyundai
5799,2016,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5.0,Maruti
5800,2007,220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298,88.2,5.0,Maruti
5801,2013,170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5.0,Tata
5802,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Hyundai
5803,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7.0,Mahindra
5804,2003,80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0,5.0,Hyundai
5805,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Maruti
5806,2018,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5.0,Maruti
5807,2019,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,5.0,Datsun
5808,2008,150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5.0,Hyundai
5809,2017,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault
5810,2015,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5.0,Toyota
5811,2013,500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,9.0,Mahindra
5812,2017,370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata
5813,2013,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5.0,Maruti
5814,2015,530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,Hyundai
5815,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7.0,Mahindra
5816,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7.0,Toyota
5817,2014,350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
5818,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7.0,Mahindra
5819,2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5.0,Hyundai
5820,2015,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
5821,2013,370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,Maruti
5822,2014,220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5.0,Maruti
5823,2017,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6.0,Mahindra
5824,2017,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497,121.36,5.0,Ford
5825,2013,650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra
5826,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982,171.0,7.0,Toyota
5827,2018,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5.0,Datsun
5828,2014,320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
5829,2017,440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,Maruti
5830,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,Hyundai
5831,2010,202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5.0,Tata
5832,2012,179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
5833,2008,140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,Hyundai
5834,2008,150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,5.0,Maruti
5835,2011,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Mahindra
5836,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5.0,Ford
5837,2014,330000,22000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
5838,2010,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5.0,Ford
5839,2012,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,Hyundai
5840,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
5841,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197,80.0,5.0,Hyundai
5842,2015,550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti
5843,2018,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,Honda
5844,2017,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tata
5845,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5.0,Renault
5846,2016,375000,34500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
5847,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,Honda
5848,2018,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
5849,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5.0,Nissan
5850,2012,140000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
5851,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Hyundai
5852,2019,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5.0,Honda
5853,2017,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
5854,2018,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
5855,2010,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991,147.9,5.0,Chevrolet
5856,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5.0,Honda
5857,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5.0,Chevrolet
5858,2018,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,Maruti
5859,2016,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Maruti
5860,2008,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
5861,2018,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5.0,Hyundai
5862,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8.0,Mahindra
5863,2016,590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373,91.1,5.0,Maruti
5864,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,Hyundai
5865,2016,1950000,120000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7.0,Mitsubishi
5866,2013,541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179,138.1,7.0,Tata
5867,2015,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Toyota
5868,2009,250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5.0,Tata
5869,2019,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
5870,2019,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,5.0,Tata
5871,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5.0,Chevrolet
5872,2013,550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7.0,Mahindra
5873,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra
5874,2012,180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5.0,Tata
5875,2015,585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,7.0,Mahindra
5876,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,Hyundai
5877,2013,350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5.0,Maruti
5878,2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7.0,Honda
5879,2012,250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7.0,Tata
5880,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
5881,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8.0,Toyota
5882,2017,325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999,67.0,5.0,Renault
5883,2016,350000,9900,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
5884,2012,180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
5885,2010,150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368,90.0,5.0,Fiat
5886,2020,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5.0,Maruti
5887,2016,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Maruti
5888,2019,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Mahindra
5889,2018,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,5.0,Volkswagen
5890,2011,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5.0,Maruti
5891,2012,300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,Hyundai
5892,2018,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,5.0,Volkswagen
5893,2015,549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti
5894,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968,143.0,5.0,Audi
5895,2015,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Toyota
5896,2012,570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,5.0,Renault
5897,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Mahindra
5898,2009,375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,5.0,Hyundai
5899,2009,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,7.0,Mahindra
5900,2013,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496,88.73,5.0,Toyota
5901,2011,400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Mahindra
5902,2015,434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5.0,Volkswagen
5903,2015,260000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
5904,2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
5905,2013,459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
5906,2011,210000,100000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Maruti
5907,2015,540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5.0,Maruti
5908,2017,710000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti
5909,2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
5910,2019,990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5.0,Hyundai
5911,2017,362000,104000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5.0,Tata
5912,2017,880000,33000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
5913,2017,700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
5914,2016,600000,60000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Mahindra
5915,2015,700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598,102.5,5.0,Nissan
5916,2016,400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,Tata
5917,2010,165000,80000,LPG,Individual,Manual,First Owner,13.2,1495,93.7,5.0,Hyundai
5918,2007,350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
5919,2014,425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7.0,Maruti
5920,2012,180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Hyundai
5921,2012,170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5.0,Maruti
5922,2014,370000,183000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Mahindra
5923,2018,800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
5924,2017,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
5925,2013,390000,120000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
5926,2014,445000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Maruti
5927,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74.0,5.0,Maruti
5928,2013,275000,55000,LPG,Individual,Manual,First Owner,14.4,998,61.7,5.0,Maruti
5929,2009,200000,120000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Maruti
5930,2012,350000,72000,Petrol,Individual,Manual,Second Owner,17.5,1197,85.8,5.0,Maruti
5931,2007,95000,120000,Diesel,Individual,Manual,Second Owner,12.0,2092,127.0,7.0,Tata
5932,2014,550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5.0,Toyota
5933,2016,900000,100000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9.0,Chevrolet
5934,2013,350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956,83.83,7.0,Tata
5935,2014,455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
5936,2008,129000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
5937,2017,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
5938,2014,570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,5.0,Ford
5939,2018,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461,83.14,5.0,Nissan
5940,2010,235000,100000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7.0,Tata
5941,2016,700000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
